,author,date,likes,views
576,Aimée Eubanks Davis,November 2020,11K,388K
577,Kaeli Swift,January 2020,50K,1.6M
578,"Miao Wang, Alok Sharma and Nigel Topping",October 2020,252,8.4K
579,Ishan Bhabha,October 2020,42K,1.4M
580,John Doerr and Hal Harvey,October 2020,44K,1.4M
581,Claire Wardle,October 2020,20K,666K
582,Christiana Figueres,October 2020,41K,1.3M
583,Mandë Holford,July 2020,9.3K,311K
584,Kevin Toolis,March 2020,6.6K,222K
585,Jean-François Bastin,October 2020,82K,2.7M
586,Amanda Little,October 2020,49K,1.6M
587,Elizabeth Cox,October 2020,25K,840K
588,Van Jones,October 2020,207K,6.9M
589,Leor Weinberger,March 2020,6.1K,204K
590,Amy C. Edmondson,October 2020,17K,583K
591,Andri Snær Magnason,October 2020,10K,350K
592,Kedra Newsom Reeves,October 2020,45K,1.5M
593,Roman Krznaric,October 2020,48K,1.6M
594,Far Flung,October 2020,38K,1.2M
595,Kristin Jones,September 2020,50K,1.6M
596,Elizabeth Cox,October 2020,20K,670K
597,Ralph Nader,March 2020,5.4K,181K
598,Yasmin Hurd,March 2020,5.5K,185K
599,Jonathan J. O'Sullivan and Grace E. Cunningham,October 2020,112K,3.7M
600,Lisa Jackson and Liz Ogbu,October 2020,41K,1.3M
601,Dame Vivian Hunt,May 2020,46K,1.5M
602,Fabio Pacucci,October 2020,13K,464K
603,Dave Clark and Kara Hurst,October 2020,45K,1.5M
604,Paco de Leon,October 2020,15K,505K
605,António Guterres,October 2020,43K,1.4M
606,Thomas Crowther,October 2020,54K,1.8M
607,Severn Cullis-Suzuki,October 2020,46K,1.5M
608,Hosted by Chris Hemsworth and Priyanka Chopra Jonas,October 2020,344,11K
609,Hosted by Prajakta Koli and Hannah Stocking,October 2020,163,5.4K
610,Hosted by Jane Fonda and Xiye Bastida,October 2020,182,6K
611,Hosted by Al Gore and Jaden Smith,October 2020,264,8.8K
612,Hosted by Mark Ruffalo and Don Cheadle,October 2020,722,24K
613,Far Flung,October 2020,37,1.2K
614,Soraya Field Fiorio,October 2020,28K,958K
615,Johan Rockström,October 2020,58K,1.9M
616,Ursula von der Leyen,October 2020,48K,1.6M
617,Dan Finkel,October 2020,65K,2.1M
618,David Lammy,October 2020,48K,1.6M
619,Monica Araya,October 2020,52K,1.7M
620,Prince William,October 2020,54K,1.8M
621,His Holiness Pope Francis,October 2020,51K,1.7M
622,Morra Aarons-Mele,October 2020,23K,769K
623,TED,October 2020,3.3K,113K
624,Cynthia Erivo and Gary Motley,October 2020,488,16K
625,Kristen Bell + Giant Ant,October 2020,4.8K,162K
626, Sigrid,October 2020,3.2K,107K
627,Brent Loken,October 2020,37K,1.2M
628,Ernestine Leikeki Sevidzem,October 2020,3.9K,132K
629,Yemi Alade,October 2020,2.2K,75K
630,Raye Zaragoza,October 2020,1.6K,54K
631,Kristen Bell + Giant Ant,October 2020,5.5K,186K
632,Kristen Bell + Giant Ant,October 2020,6.3K,212K
633,Aparna Nancherla,October 2020,41K,1.3M
634,Elif Shafak,October 2020,8K,267K
635,Olafur Eliasson,October 2020,5.3K,179K
636,Prince Royce,October 2020,3.1K,106K
637,Climate Action Tracker,October 2020,7.2K,240K
638,Kristen Bell + Giant Ant,October 2020,6.4K,213K
639,Kristen Bell + Giant Ant,October 2020,7.5K,252K
640,Jesper Brodin and Pia Heidenmark Cook,October 2020,4.7K,157K
641,Cassie Flynn,September 2019,75,2.5K
642,Gokul Upadhyayula,March 2020,5.6K,187K
643,Cindy J. Aaronson,October 2020,91K,3M
644,Jessy Kate Schingler,May 2020,46K,1.5M
645,YeYoon Kim,September 2020,50K,1.6M
646,Elyse Cox,October 2020,8.7K,293K
647,Nathan D. Horowitz,October 2020,30K,1M
648,Nirupa Rao,February 2020,7.7K,259K
649,Dexter Dias,June 2020,50K,1.6M
650,TED-Ed,October 2020,190K,6.3M
651,Frederick Streeter Barrett,March 2020,8.8K,293K
652,John Biewen,November 2019,66K,2.2M
653,Camilo Ramirez,September 2020,11K,381K
654,Colombe Cahen-Salvador,May 2020,47K,1.5M
655,Hyunsoo Joshua No,September 2020,7.3K,245K
656,Khulan Batkhuyag,September 2020,49K,1.6M
657,Antonio Muñoz Fernández,July 2020,123,4.1K
658,Philip Lubin,July 2020,10K,337K
659,Alex Rosenthal,September 2020,8.5K,283K
660,Hasan Kwame Jeffries,February 2020,57K,1.9M
661,Reed Hastings,September 2020,55K,1.8M
662,Laurence Hurst,September 2020,66K,2.2M
663,Dannagal G. Young,May 2020,56K,1.8M
664,Nina Medvinskaya,September 2020,67K,2.2M
665,Lewis Carroll,September 2020,17K,569K
666,Xiye Bastida,July 2020,51K,1.7M
667,Sheku Kanneh-Mason and Isata Kanneh-Mason,May 2020,98,3.2K
668,Kid Cudi,February 2015,219K,7.3M
669,Alice Pailhès,May 2020,11K,374K
670,Barry Schwartz,May 2020,16K,559K
671,Liene Ozoliņa,November 2019,49K,1.6M
672,Mark Robinson,September 2020,11K,380K
673,Kiah Williams,June 2020,45K,1.5M
674,Iseult Gillespie,September 2020,63K,2.1M
675,Keith Payne,February 2020,59K,1.9M
676,Emily King,June 2020,88,2.9K
677,Neal Katyal,July 2020,67K,2.2M
678,Leah Garcés,November 2019,53K,1.7M
679,Jacqueline Novogratz,July 2020,52K,1.7M
680,Daniel L. Schacter,September 2020,49K,1.6M
681,Yaël Eisenstat,August 2020,57K,1.9M
682,Shameran Abed,June 2020,57K,1.9M
683,Joseph Isaac,September 2020,17K,571K
684,Christiane-Marie Abu Sarah,March 2020,53K,1.7M
685,John C. Trimble,August 2020,1.3K,44K
686,Dan Katz and Alex Rosenthal,September 2020,59K,1.9M
687,Abigail Disney,May 2020,53K,1.7M
688,Matt Walker,September 2020,50K,1.6M
689,David Epstein,February 2020,70K,2.3M
690,Noah R. Bressman,August 2020,23K,780K
691,Riitta Ikonen and Karoline Hjorth,March 2020,5.2K,173K
692,Bob Schneider,June 2020,89,2.9K
693,"Elizabeth ""Zibi"" Turtle",June 2020,56K,1.8M
694,Lucas Husted,August 2020,113K,3.7M
695,Wanda Irving,March 2020,9K,300K
696,Susannah Temko,May 2019,53K,1.7M
697,Matt Walker,August 2020,26K,898K
698,R. Saravanan,August 2020,14K,486K
699,Michael Sandel,May 2020,63K,2.1M
700,Michael Corballis,August 2020,19K,648K
701,Menno Schilthuizen,May 2019,56K,1.8M
702,Ted Dintersmith,July 2015,13K,457K
703,Caitlin Holman,February 2017,1.4K,47K
704,Madame Gandhi,July 2020,56K,1.8M
705,Takis S. Pappas,August 2020,14K,495K
706,Erin Baumgartner,January 2019,55K,1.8M
707,Matt Walker,August 2020,13K,452K
708,Kate Slabosky,August 2020,18K,628K
709,Joseph Shin,March 2020,4.3K,145K
710,Refik Anadol,July 2020,28K,933K
711,Gina Brillon,December 2019,1.2K,42K
712,Marc Fagelson,August 2020,172K,5.7M
713,Rebecca Firth,June 2020,51K,1.7M
714, Shawnee,December 2019,147,4.9K
715,Denise Zmekhol,December 2019,196,6.5K
716,Daniel Alexander Jones,June 2020,11K,388K
717, Lucius,June 2020,1.5K,53K
718,Jan Stejskal,August 2020,30K,1M
719,Heidi Larson,March 2020,11K,369K
720,Dallas Taylor,May 2020,59K,1.9M
721,Matt Walker,August 2020,19K,645K
722,Jose Antonio Vargas,July 2020,50K,1.6M
723,Dan Katz,August 2020,93K,3.1M
724,Elizabeth Cox,August 2020,42K,1.4M
725,Julia Watson,June 2020,12K,405K
726,Chris Fisher,November 2019,52K,1.7M
727,Mike Gil,August 2020,11K,385K
728,Iseult Gillespie,August 2020,30K,1M
729,Fabio Pacucci,August 2020,34K,1.1M
730,Dan Finkel,July 2020,51K,1.7M
731,George Siedel and Christine Ladwig,July 2020,49K,1.6M
732,Lucy Cooke,July 2020,76K,2.5M
733,Matt Walker,August 2020,22K,733K
734,Nora Flanagan,June 2020,4K,133K
735,ZigZag,August 2020,46K,1.5M
736, Beautyrest,January 1970,1.8K,60K
737,Matt Walker,July 2020,25K,853K
738,Debbie Millman,January 1970,5.7K,192K
739,David Brenner,July 2020,57K,1.9M
740,Gareth Gaskell,July 2020,17K,568K
741,Ethan Hawke,June 2020,112K,3.7M
742,Yann LeCun,June 2020,7.6K,256K
743,Eric Yuan,July 2020,6.4K,213K
744,Matt Walker,July 2020,49K,1.6M
745,Wesley Saint Clair,November 2016,727,24K
746,Antionette Carroll,May 2017,673,22K
747,Mary L. Gray,July 2020,6.6K,222K
748,Iseult Gillespie,July 2020,30K,1M
749,Kwame Owusu-Kesse,June 2020,51K,1.7M
750,Philip Freeman,July 2020,30K,1M
751,Aaron Maniam,June 2020,7K,235K
752,John Lewis and Bryan Stevenson,November 2019,79K,2.6M
753,Tom Teves,November 2019,53K,1.7M
754,Michelle Greene,June 2020,6.8K,229K
755,Javier Olivares,September 2016,1.6K,55K
756,Chloé Valdary,June 2020,55K,1.8M
757,Alex Gendler,July 2020,77K,2.5M
758,Shari Davis,July 2020,52K,1.7M
759,Dwinita Mosby Tyler,November 2019,62K,2M
760,Eric Garcetti,July 2020,46K,1.5M
761,Matt Walker,July 2020,22K,751K
762,"William ""Sandy"" Darity",June 2020,53K,1.7M
763,Susan Lupack,July 2020,23K,773K
764,Ariel Waldman,May 2020,49K,1.6M
765,Thomas Abt,March 2020,6K,200K
766,Steven Anderson,July 2020,38K,1.2M
767,Christina Agapakis,June 2020,57K,1.9M
768,Ahmad M. Hasnah,June 2020,117,3.9K
769,Malala Yousafzai,July 2020,61K,2M
770,Darren Walker,July 2020,7.4K,247K
771,Honor Harger,June 2020,5.7K,190K
772,Rod Phillips,July 2020,17K,572K
773,Jane Goodall,May 2020,61K,2M
774,Ali Kashani,June 2020,56K,1.8M
775,Anne Pasternak,June 2020,6K,203K
776,Will Cathcart,June 2020,6.7K,224K
777,Iseult Gillespie,July 2020,134K,4.4M
778,Mariana Mazzucato,June 2020,6.8K,228K
779,Rufus Wainwright,May 2020,463,15K
780,Craig Silliman,June 2020,449,14K
781,Pratik Aghor,July 2020,70K,2.3M
782,Adeola Fayehun,May 2020,69K,2.3M
783,Dustin Tahmahkera,June 2020,8.3K,277K
784,Dan Finkel,June 2020,128K,4.2M
785,Cameron Morin,June 2020,26K,872K
786,Far Flung,July 2020,36K,1.2M
787,D-L Stewart,March 2019,54K,1.8M
788,Titus Kaphar,June 2020,7.8K,260K
789,Bill Gates,June 2020,138K,4.6M
790,Shekinah Elmore,March 2020,7.9K,264K
791,Aparna Pallavi,December 2018,63K,2.1M
792,Tracy Edwards,May 2020,74K,2.4M
793,Jerome Kim,June 2020,7.6K,256K
794,Vishaan Chakrabarti,May 2020,56K,1.8M
795,H.E. Ellen Johnson Sirleaf,December 2019,58K,1.9M
796,James Ludwig,June 2020,262,8.7K
797,Matt Trombley,February 2020,18K,610K
798,Jad Abumrad,June 2020,81K,2.7M
799,Al Gore,June 2020,70K,2.3M
800,Rebekah Bergman,June 2020,20K,673K
801,Nir Eyal,June 2020,62K,2M
802,Swizz Beatz,June 2020,55K,1.8M
803,Ashraf Ghani,June 2020,7.9K,263K
804,Alex Rosenthal,June 2020,9.6K,322K
805,Farish Ahmad-Noor,September 2019,61K,2M
806,Constantine N. Vaporis,June 2020,34K,1.1M
807,Audrey Tang,June 2020,12K,423K
808,Hari Nef,April 2016,3.1K,103K
809,Panti Bliss,September 2014,16K,533K
810,Lynne Elvins,November 2015,17K,573K
811,Thomas Lloyd,November 2014,103K,3.4M
812,Chrystina Russell,June 2020,15K,515K
813,Jennifer L. Eberhardt,June 2020,95K,3.1M
814,Krishna Sudhir,June 2020,68K,2.2M
815,Ofer Levy,November 2019,12K,410K
816,Katherine Eban,March 2020,12K,411K
817,Anees Bahji,June 2020,9.4K,313K
818,Achim Steiner,June 2020,5.9K,197K
819,Russell Wilson,May 2020,83K,2.7M
820,Rich Lesser,May 2020,316,10K
821,Dan Kwartler,June 2020,34K,1.1M
822,Lucy Hone,August 2019,151K,5M
823,Louie Schwartzberg,June 2020,716,23K
824, OK Go,April 2020,261,8.7K
825,Shantell Martin,May 2020,65K,2.1M
826,Veronica Barassi,November 2019,60K,2M
827,Alex Gendler,June 2020,25K,856K
828,Yvonne Aki-Sawyerr,December 2019,66K,2.2M
829,Ibram X. Kendi,May 2020,86K,2.8M
830,Nigel Topping,May 2020,57K,1.9M
831,Michael Green,November 2019,8.9K,297K
832,Prosanta Chakrabarty,June 2020,29K,987K
833,Dr. Phillip Atiba Goff,June 2020,5.3K,177K
834,Rashad Robinson,June 2020,5.4K,180K
835,Dr. Bernice King,June 2020,37K,1.2M
836,Anthony D. Romero,June 2020,3.8K,128K
837,Iseult Gillespie,June 2020,10K,364K
838,Marcelo Mena,May 2020,7.2K,243K
839,Anastasia Penright,February 2020,73K,2.4M
840,Peggy McIntosh,October 2012,12K,431K
841,Gabriel Prieto,June 2020,21K,709K
842,"Dr. Phillip Atiba Goff, Rashad Robinson, Dr. Bernice King, Anthony D. Romero",June 2020,75K,2.5M
843,Megan Ming Francis,November 2015,41K,1.3M
844,Sunil Prashara,May 2020,265,8.8K
845,Karen DeSalvo,May 2020,9.9K,333K
846,Cheryl Holder,March 2020,8.7K,291K
847,Joia Mukherjee,May 2020,10K,341K
848,Julia Shaw,December 2019,56K,1.8M
849,Alex Rosenthal,June 2020,211K,7M
850,Ben Pring,May 2020,1.3K,43K
851,Estelle Gibson,October 2019,67K,2.2M
852,Sierra Hull,April 2020,281,9.3K
853,David Witzeneder,March 2019,263,8.7K
854,Dan Schulman,May 2020,12K,422K
855,Sara Jones,September 2019,61K,2M
856,Benjamin Seibold,May 2020,17K,580K
857,Nitish Padmanaban,November 2019,66K,2.2M
858,Anne Marie Albano,March 2020,15K,501K
859,Georges C. Benjamin,May 2020,56K,1.8M
860,Uri Alon,May 2020,64K,2.1M
861,Sascha Morrell,May 2020,21K,702K
862,Kristine Tompkins,April 2020,66K,2.2M
863,Charles P. Smith,February 2020,63K,2.1M
864,Alex Gendler,May 2020,70K,2.3M
865,Anne Basting,March 2020,9K,302K
866,Marah J. Hardt,November 2019,59K,1.9M
867,Kristalina Georgieva,May 2020,8.9K,298K
868,Dan Finkel,May 2020,57K,1.9M
869,Amy Milton,March 2019,70K,2.3M
870,Beth Ann Fennelly,March 2020,3.8K,127K
871,Cella Wright,May 2020,19K,661K
872,Dean Furness,February 2020,105K,3.5M
873,Poet Ali,July 2019,23K,773K
874,Elizabeth Cox,May 2020,64K,2.1M
875,Norma Pimentel,December 2019,42K,1.4M
876,Darria Long,November 2019,75K,2.5M
877,Kay Read,May 2020,33K,1.1M
878,Robin Steinberg and Manoush Zomorodi,December 2019,57K,1.9M
879,Checking In with Susan David,May 2020,305,10K
880,Hailey Hardcastle,January 2020,92K,3M
881,Ricardo Iacub,August 2014,25K,842K
882,Pardis Sabeti and Christian Happi,April 2020,56K,1.8M
883,Huang Hung,April 2020,66K,2.2M
884,Mike Davis,May 2020,62K,2M
885,Kade Crockford,November 2019,63K,2.1M
886,Rob Cooke,February 2020,79K,2.6M
887,Alex Rosenthal and Pall Thordarson,May 2020,148K,4.9M
888,Laurel Braitman,April 2019,56K,1.8M
889,Jim Collins,April 2020,58K,1.9M
890,Brian A. Pavlac,May 2020,146K,4.8M
891,Skylar Tibbits,April 2019,8.5K,283K
892,Cella Wright,April 2020,11K,384K
893,Daina Ramey Berry,April 2020,10K,352K
894,Dick M. Carpenter II,June 2019,60K,2M
895,Stefan C. Dombrowski,April 2020,55K,1.8M
896,Nancy Lublin,April 2020,30K,1M
897,Larry Brilliant,April 2020,68K,2.2M
898,Stefan Al,April 2020,50K,1.6M
899,Artūrs Miksons,November 2018,8.3K,278K
900,Angel Chang,April 2020,15K,526K
901,Tom Rivett-Carnac,April 2020,86K,2.8M
902,Oliver Jeffers,April 2020,66K,2.2M
903,Elizabeth Camarillo Gutierrez,February 2020,60K,2M
904,Lara Durgavich,March 2019,62K,2M
905,Ming Luke,April 2020,10K,364K
906,Jacob Collier,April 2020,16K,547K
907,Ebony Roberts and Shaka Senghor,November 2019,65K,2.1M
908,Sakinah Hofler,February 2020,1.6K,56K
909,Alex Rosenthal,April 2020,12K,424K
910,Diane Allen,November 2019,3K,101K
911,Jim Tamm,April 2015,17K,588K
912,Heather C. McGhee,December 2019,74K,2.4M
913,Nadya Mason,November 2019,14K,478K
914,George Zaidan,April 2020,102K,3.4M
915,Riché D. Richardson,April 2020,14K,490K
916,Janet Iwasa,April 2019,13K,460K
917,Karin Öberg,November 2019,13K,442K
918,Fareed Zakaria,April 2020,30K,1M
919,Gayathri Vasudevan,April 2020,7.5K,251K
920,Raj Panjabi,September 2019,223,7.4K
921,Ray Dalio,April 2020,70K,2.3M
922,Judy Grisel,April 2020,224K,7.4M
923,Marko Russiver,April 2020,7.7K,258K
924,Jeannie Suk Gersen,December 2019,87K,2.9M
925,Esther Choo,April 2020,10K,339K
926,Lindsay Morcom,February 2019,61K,2M
927,Shunan Teng,April 2020,45K,1.5M
928,Danielle Allen,April 2020,65K,2.1M
929,Noah Charney,April 2020,45K,1.5M
930,Yifat Susskind,December 2019,65K,2.1M
931,Alexandra Auer,February 2019,63K,2.1M
932,Elizabeth Gilbert,April 2020,87K,2.9M
933, Butterscotch,December 2019,933,31K
934,Ethan Lisi,February 2020,58K,1.9M
935,Daniel Finkel,April 2020,66K,2.2M
936,Matt Walker,April 2020,74K,2.4M
937,Sonia Shah,March 2020,10K,343K
938,Mary Ellen Hannibal,December 2019,33K,1.1M
939,Todd Dufresne,March 2020,47K,1.5M
940,Rabbi Lord Jonathan Sacks,March 2020,10K,354K
941,Martha Minow,December 2019,59K,1.9M
942,Priya Parker,March 2020,10K,355K
943,Alex Gendler,March 2020,85K,2.8M
944,Elisabeth Pierre,May 2014,139,4.6K
945,Alicia Malone,May 2017,951,31K
946,Kathy Kleiman,November 2017,473,15K
947,Seth Berkley,March 2020,19K,635K
948,Hindou Oumarou Ibrahim,December 2019,37K,1.2M
949,Gary Liu,March 2020,73K,2.4M
950,Anees Bahji,March 2020,212K,7M
951,Noeline Kirabo,December 2019,91K,3M
952,Bill Gates,March 2020,259K,8.6M
953,Johanna Figueira,February 2020,60K,2M
954,Stefan Al,March 2020,102K,3.4M
955,David Lindell,November 2019,10K,364K
956,Susan David,March 2020,84K,2.8M
957,Soraya Field Fiorio,March 2020,19K,665K
958,Molly Webster,November 2019,47K,1.5M
959,Charlie Jane Anders,December 2019,71K,2.3M
960,Matteo Salvadore,March 2020,35K,1.1M
961,Angie Murimirwa,December 2019,55K,1.8M
962,Eric Sannerud,October 2018,63K,2.1M
963,Patrick Lencioni,February 2020,13K,461K
964,Mark Lytle,March 2020,10K,348K
965,Lucy Farey-Jones,April 2019,59K,1.9M
966,Alanna Shaikh,March 2020,108K,3.6M
967,Adam Kucharski,March 2020,30K,1M
968,Gerry Wright,March 2020,27K,919K
969,Ananya Grover,February 2020,54K,1.8M
970,David Wallace-Wells,September 2019,68K,2.2M
971,Jim Hudspeth,November 2019,13K,446K
972,Rosario Perazolo Masjoan,November 2016,2.1K,71K
973,Iseult Gillespie,March 2020,193K,6.4M
974,Elizabeth Stordeur Pryor,December 2019,66K,2.2M
975,Nicola Jones,July 2019,45K,1.5M
976,Iseult Gillespie,March 2020,41K,1.3M
977,WorkLife with Adam Grant,March 2020,80K,2.6M
978,Lisa Mosconi,December 2019,108K,3.6M
979,Matt Cutts,April 2019,44K,1.4M
980,Ming Luke,March 2020,14K,478K
981,France Villarta,February 2020,58K,1.9M
982,Agnes Binagwaho,December 2019,49K,1.6M
983,Matt Porter and Margaret Hamilton,March 2020,10K,342K
984,Kay M. Tye,November 2019,73K,2.4M
985,Jill Seubert,May 2019,60K,2M
986,Jiabao Li,December 2019,11K,391K
987,David Heymann,February 2020,70K,2.3M
988,Alex Gendler,March 2020,42K,1.4M
989,Chuck Plunkett,June 2019,91K,3M
990,Alex Gendler,March 2020,60K,2M
991,Renée Lertzman,December 2019,65K,2.1M
992,Eva Galperin,December 2019,105K,3.5M
993,Alex Rosenthal,February 2020,13K,447K
994,Amanda Schochet,November 2019,59K,1.9M
995,Wanjira Mathai,September 2019,64K,2.1M
996,Rebecca Knill,February 2020,90K,3M
997,Sara Sanford,November 2018,69K,2.3M
998,Gerd Gigerenzer,February 2020,24K,830K
999,Fang Ruan,September 2019,64K,2.1M
1000,Kenny Coogan,February 2020,36K,1.2M
1001,Kristen Wenz,September 2019,64K,2.1M
1002,Curtis Austin,March 2016,36K,1.2M
1003,Diego Prilusky,July 2019,9.9K,332K
1004,Clarice Phelps,December 2019,843,28K
1005,Jesse Byock,February 2020,20K,679K
1006,Jennifer Zhu Scott,December 2019,98K,3.2M
1007,Bill Schutt,February 2020,19K,653K
1008,María Neira,July 2019,14K,493K
1009,Joel Leon,December 2019,47K,1.5M
1010,Lauren Sallan,July 2019,48K,1.6M
1011,Yve Blake,May 2019,41K,1.3M
1012,Yves Béhar,February 2020,9.6K,322K
1013,Jon Gray,February 2020,11K,387K
1014,Chip Kidd,January 2020,20K,683K
1015,Jennifer 8. Lee,January 2020,59K,1.9M
1016,Debbie Millman,January 2020,10K,363K
1017,David Biello,January 2020,10K,351K
1018,A.J. Jacobs,December 2019,10K,336K
1019,Paola Antonelli,December 2019,13K,459K
1020,Debbie Millman,December 2019,67K,2.2M
1021,Raghuram Rajan,July 2019,955,31K
1022,Noelle Martin,November 2017,14K,471K
1023,Antara Raychaudhuri and Iseult Gillespie,February 2020,92K,3M
1024,Victoria Gill,November 2019,50K,1.6M
1025,Lisa Godwin,October 2019,72K,2.4M
1026,Alex Gendler,February 2020,36K,1.2M
1027,Amane Dannouni,September 2019,69K,2.3M
1028,Allison Ramsey and Mary Staicu,February 2020,31K,1M
1029,César Cuauhtémoc García Hernández,November 2019,848,28K
1030,Alicia Eggert,July 2019,6.8K,229K
1031,Robert Reffkin,February 2020,20K,681K
1032,Chieh Huang,February 2020,22K,764K
1033,Emily Oster,January 2020,8.4K,282K
1034,Thasunda Duckett,January 2020,20K,697K
1035,LeeAnn Renninger,January 2020,43K,1.4M
1036,Liz Fosslien,January 2020,24K,809K
1037,Rahaf Harfoush,December 2019,19K,651K
1038,Patrick McGinnis,December 2019,32K,1M
1039,Paul Franklin,June 2016,1.4K,49K
1040,Gemma Jackson,September 2014,303,10K
1041,Alex Gendler,February 2020,56K,1.8M
1042,Lucy King,December 2019,73K,2.4M
1043,Smruti Jukur Johari,December 2019,14K,477K
1044,Jennifer Vail,September 2019,70K,2.3M
1045,Matthew A. Wilson,May 2019,12K,400K
1046,Jay Van Bavel,February 2020,16K,544K
1047,Paul McEuen and Marc Miskin,November 2019,10K,355K
1048,Lisa Janae Bacon,February 2020,12K,408K
1049,David Ikard,March 2018,69K,2.3M
1050,Angelica Dass,September 2013,1.8K,60K
1051,Rayma Suprani,December 2019,12K,400K
1052,Alex Rosenthal,January 2020,12K,419K
1053,Ellen Agler,April 2019,9.7K,326K
1054,Sylvain Duranton,September 2019,70K,2.3M
1055,Jessica Ochoa Hendrix,May 2019,15K,530K
1056,Christopher Bahl,April 2019,55K,1.8M
1057,Kenny Coogan,January 2020,80K,2.6M
1058,Melody Smith,January 2020,23K,791K
1059,Werner Reich,March 2019,76K,2.5M
1060,Carl Honoré,July 2019,2.3K,77K
1061,Jinha Lee,November 2019,644,21K
1062,Angelicque White,November 2019,57K,1.9M
1063,Djazia Satour,July 2019,97,3.2K
1064,Findlay Napier and Gillian Frame,July 2019,40,1.3K
1065,Blitz Bazawule,July 2019,88,2.9K
1066,ELEW and Marcus Miller,July 2019,143,4.7K
1067,Min Kym,July 2019,249,8.3K
1068,Mariana Lin,July 2019,384,12K
1069,Sonia Livingstone,July 2019,908,30K
1070,Carl Joshua Ncube,July 2019,362,12K
1071,Mackenzie Dalrymple,July 2019,359,11K
1072,Fay Bound Alberti,July 2019,530,17K
1073,Marilyn Waring,August 2019,107K,3.5M
1074,Michael R. Stiff,January 2020,62K,2M
1075,Erin Sullivan,November 2019,48K,1.6M
1076,Priscilla Pemu,May 2019,64K,2.1M
1077,Stuart Oda,June 2019,75K,2.5M
1078,Jan Bill,January 2020,28K,955K
1079,Adam Garske,September 2019,9.7K,325K
1080,Fahad Saeed,November 2019,2.2K,75K
1081,Jen Gunter,December 2019,91K,3M
1082,Rachel Kleinfeld,July 2019,39K,1.3M
1083,Walter R. Tschinkel,January 2020,122K,4M
1084,Priti Krishtel,December 2019,68K,2.2M
1085,Juan Pablo Sáez Gil,July 2013,3.7K,123K
1086,Daniel Krawczyk,November 2016,1.6K,54K
1087,Markus Mutz,September 2019,59K,1.9M
1088,David J. Bier,September 2019,59K,1.9M
1089,Tom Nash,May 2019,80K,2.6M
1090,Alex Rosenthal,January 2020,12K,408K
